appid,genre_id
15520,122
15522,31
15522,122
15560,31
15560,62
15560,122
15620,5
15700,113
15710,113
15720,113
15730,113
15740,5
15740,113
15740,122
15750,5
15750,113
15750,122
15800,31
15800,32
15810,32
15900,32
15902,32
15910,32
15912,32
15920,32
15922,32
15930,32
15932,32
15940,32
15952,32
15960,32
15962,32
15970,32
15972,32
15980,32
15990,32
16000,32
16002,32
16020,32
16022,32
16030,32
16032,32
16040,32
16042,32
16060,32
16062,32
16090,32
16100,11
16100,32
16110,11
16110,32
16120,11
16120,32
16130,11
16130,32
16140,11
16140,32
16150,11
16150,32
16160,11
16160,32
16170,11
16170,32
16180,11
16180,32
16190,11
16190,32
16200,11
16200,32
16210,11
16210,32
16300,31
16300,32
16420,122
16450,122
16465,122
16500,31
16500,32
16510,31
16510,32
16600,15
16600,31
16600,62
16610,15
16610,31
16610,62
16620,15
16620,31
16620,62
16630,15
16630,31
16630,62
16700,5
16710,113
16710,122
16720,122
16730,122
16810,5
16860,5
16861,5
16862,5
16863,5
16866,5
16867,5
16868,5
16870,5
16900,9
16900,31
16900,37
16900,64
17020,16
17020,44
17020,122
17020,144
17080,44
17080,122
17100,5
17100,11
17110,5
17110,11
17120,5
17120,11
17140,5
17140,144
17180,5
17330,122
17390,5
17390,11
17390,32
17390,113
17390,122
17390,144
17410,113
17410,122
17420,16
17420,144
17440,11
17460,122
17460,144
17470,113
17470,122
17480,5
17480,122
17500,31
17500,32
17500,44
17500,113
17500,122
17510,31
17520,44
17520,122
17530,15
17530,31
17530,122
17550,122
17570,31
17570,44
17570,122
17580,31
17580,44
17580,122
17700,122
17710,5
17710,122
17730,62
17730,122
17740,5
17740,44
17740,122
17750,31
17750,32
17750,44
17750,113
17750,122
17800,144
17810,144
18000,113
18000,144
18010,113
18010,144
18020,113
18020,144
18030,113
18030,144
18040,31
18040,122
18040,144
18050,31
18050,122
18050,144
18070,113
18070,122
18070,144
18080,113
18080,122
18080,144
18110,31
18110,122
18120,5
18120,31
18120,32
18120,122
18300,31
18300,32
18400,5
18400,32
18407,5
18407,32
18408,5
18408,32
18420,5
18420,32
18430,5
18430,32
18440,5
18440,32
18470,5
18480,113
18500,5
18500,31
18508,5
18508,31
18509,5
18509,31
18510,5
18510,31
18520,5
18520,31
18521,5
18521,31
18522,5
18522,31
18523,5
18523,31
18600,5
18600,31
18610,5
18700,31
18700,122
18710,31
18710,122
18800,15
18800,31
18800,62
18800,122
18820,15
18820,31
18820,62
18820,122
19000,113
19020,32
19020,144
19030,113
19030,122
19060,113
19060,122
19080,32
19080,113
19080,122
19200,31
19200,122
19210,31
19210,122
19320,31
19320,32
19320,122
19500,31
19500,113
19510,31
19510,113
19680,113
19680,122
19800,122
19810,122
19830,122
19900,122
19980,113
19980,122
20200,31
20200,32
20200,62
20500,122
20510,122
20510,144
20530,122
20540,5
20550,5
20550,122
20570,5
20700,5
20700,31
20700,122
20710,5
20710,31
20710,122
20720,5
20720,31
20720,122
20730,5
20730,31
20730,122
20820,31
20820,122
20828,31
20828,122
20900,122
20900,144
20902,122
20902,144
20920,144
21000,113
21000,122
21010,122
21020,122
21030,122
21070,122
21080,113
21080,122
21090,122
21100,122
21130,113
21130,122
21300,31
21300,32
21310,31
21310,32
21400,5
21400,31
21400,122
21410,5
21410,31
21410,122
21500,15
21510,15
21620,32
21650,5
21650,32
21660,122
21670,113
21670,122
21680,122
21690,113
21690,122
21730,113
21760,5
21780,15
21800,5
21900,122
21979,5
21980,122
21990,113
21990,122
22000,31
22010,31
22100,31
22100,144
22110,144
22120,31
22120,113
22120,122
22130,5
22140,31
22140,113
22150,5
22160,5
22170,5
22180,31
22180,113
22180,122
22200,31
22200,122
22220,31
22220,122
22230,5
22230,15
22230,31
22230,122
22300,144
22310,122
22320,144
22330,144
22350,44
22350,122
22361,122
22363,122
22364,122
22370,144
22380,122
22380,144
22400,144
22410,144
22420,144
22430,144
22440,144
22450,113
22450,122
22470,122
22470,144
22500,5
22500,31
22510,5
22520,5
22521,5
22521,31
22600,5
22610,122
22620,122
22631,5
22632,5
22633,5
22634,5
22650,122
22660,122
22670,122
22690,5
23150,31
23150,32
23300,32
23310,144
23320,32
23360,16
23380,144
23400,5
23400,11
23410,5
23410,11
23420,5
23440,5
23440,113
23440,122
23450,5
23450,11
23455,5
23455,11
23460,5
23460,113
23460,122
23470,5
23490,5
23490,11
23500,32
23500,144
23510,11
23510,32
23520,11
23520,32
23530,122
23550,122
23551,122
23552,122
23553,122
23600,5
23600,31
23600,144
23610,5
23610,144
23700,32
24010,11
24012,11
24021,11
24028,11
24029,11
24055,11
24065,11
24070,11
24075,11
24082,11
24083,11
24095,11
24096,11
24100,16
24100,144
24200,16
24200,44
24200,113
24200,122
24200,144
24240,122
24400,5
24400,144
24410,5
24420,31
24430,5
24430,144
24440,5
24440,144
24441,5
24441,144
24447,5
24447,144
24449,144
24460,5
24460,144
24480,5
24480,144
24488,5
24488,144
24634,11
24635,11
24640,11
24650,11
24660,11
24670,11
24673,11
24676,11
24677,11
24678,11
24679,11
24710,5
24720,11
24720,122
24780,5
24780,11
24790,5
24790,122
24800,5
24800,44
24800,122
24810,5
24810,122
24820,122
24830,122
24870,15
24880,113
24880,122
25000,31
25000,122
25010,122
25500,11
25500,31
25500,62
25510,11
25510,31
25510,62
25600,31
25600,144
25610,144
25620,31
25620,144
25700,31
25700,32
25700,122
25710,31
25710,32
25710,122
25758,31
25759,31
25760,31
25761,31
25762,31
25763,31
25764,31
25800,5
25808,5
25809,5
25810,5
25812,5
25813,5
25814,5
25815,5
25816,5
25817,5
25830,5
25850,5
25850,144
25870,5
25890,5
25892,5
25893,5
25896,5
25897,5
25898,5
25899,5
25900,5
25900,144
25910,5
25930,5
25940,5
25960,5
25962,5
25980,5
25980,11
25990,5
25990,11
26000,31
26000,122
26005,31
26005,122
26006,31
26006,122
26007,31
26010,31
26300,31
26300,122
26500,31
26500,32
26510,5
26510,31
26510,32
26700,15
26700,31
26800,5
26800,31
26800,32
26803,31
26810,5
26810,31
26900,31
26900,32
26910,31
26910,32
27000,31
27000,113
27020,11
27020,31
27030,11
27030,31
27040,31
27040,113
27050,31
27050,32
27050,113
27200,62
27400,31
27400,32
27400,144
27610,31
27610,32
27800,31
27810,31
27900,113
27900,122
27910,113
27910,122
27920,31
27920,122
27940,31
27940,122
28000,122
28010,122
28011,122
28012,122
28020,122
29120,31
29120,32
29130,31
29130,32
29140,31
29150,31
29160,31
29160,113
29180,31
29180,32
29200,31
29200,32
29540,16
29540,144
29560,16
29560,144
29570,16
29570,144
29580,16
29580,144
29640,16
29650,16
29700,16
29700,122
29700,144
29800,5
29800,31
29800,32
29800,113
29800,122
29800,144
29900,122
31100,32
31100,113
31110,113
31120,113
31130,113
31170,113
31170,144
31180,113
31180,144
31190,113
31190,144
31200,113
31200,144
31210,113
31210,144
31220,113
31220,122
31230,113
31240,113
31250,113
31260,113
31270,32
31270,113
31270,122
31280,32
31280,62
31290,113
31300,122
31500,31
31500,32
31700,31
31700,122
31710,31
31710,122
31800,113
31810,113
31820,113
31830,113
31840,113
31850,113
31860,113
31870,32
31870,113
31880,113
31890,122
31900,113
31910,113
31920,113
31930,113
31940,113
31950,113
31960,113
31970,113
31990,113
32000,31
32000,32
32010,31
32110,32
32117,32
32120,32
32127,32
32130,32
32140,32
32140,113
32150,5
32150,31
32150,32
32160,32
32160,62
32162,62
32200,15
32200,31
32200,62
32200,122
32210,15
32210,31
32210,62
32210,122
32310,113
32330,113
32330,122
32340,113
32350,11
32350,122
32360,113
32370,113
32370,144
32380,122
32390,122
32400,122
32410,32
32430,122
32440,113
32450,113
32460,113
32470,5
32500,122
32510,113
32510,122
32610,122
32620,122
32630,122
32640,122
32650,122
32660,122
32680,122
32710,11
32720,11
32730,11
32740,11
32750,11
32750,122
32760,11
32770,122
32900,5
32900,11
32900,31
32900,32
33100,31
33100,122
33100,144
33110,31
33110,122
33110,144
33120,31
33120,122
33120,144
33130,31
33130,122
33130,144
33140,122
33150,122
33160,122
33170,122
33180,31
33180,122
33180,144
33190,122
33190,144
33220,122
33230,113
33230,122
33280,113
33280,122
33290,122
33320,113
33320,122
33390,31
33390,122
33400,122
33460,11
33460,113
33520,5
33520,11
33550,122
33550,144
33560,5
33560,11
33570,5
33570,11
33570,144
33580,5
33580,11
33600,32
33600,113
33610,113
33620,15
33620,122
33650,32
33660,31
33660,32
33670,5
33670,144
33680,31
33700,11
33700,32
33710,11
33710,32
33720,11
33720,32
33730,11
33750,11
33760,32
33770,144
33780,144
33790,32
33900,5
33900,11
33900,122
33910,5
33910,11
33910,122
33930,5
33930,11
33930,122
33934,11
33934,122
33950,31
33950,32
33970,5
33970,11
33970,122
33980,122
33990,113
34010,122
34010,144
34030,5
34050,5
34110,11
34110,62
34174,5
34178,5
34179,5
34190,15
34200,122
34220,11
34220,62
34330,5
34330,139
34343,139
34345,139
34410,122
34420,5
34500,5
34500,11
34500,31
34600,5
34620,5
34630,5
34640,5
34660,5
34800,113
34810,11
34810,122
34820,11
34830,122
34841,122
34842,122
34870,122
34880,122
34900,31
34910,31
34920,31
34920,32
34920,122
34930,31
34930,32
34930,122
35000,113
35000,122
35020,113
35020,122
35050,113
35050,122
35070,32
35080,113
35080,122
35083,113
35083,122
35089,113
35089,122
35090,113
35090,122
35091,113
35091,122
35101,113
35101,122
35102,113
35102,122
35110,113
35110,122
35130,113
35130,122
35135,113
35135,122
35136,113
35136,122
35137,113
35137,122
35138,113
35138,122
35140,113
35140,122
35150,113
35150,122
35300,5
35310,15
35310,122
35320,15
35417,122
35425,122
35429,122
35450,11
35450,16
35450,122
35460,5
35460,31
35460,113
35460,122
35480,5
35480,31
35480,32
35490,122
35500,11
35510,11
35600,5
35600,32
35600,113
35700,31
35700,113
35700,122
35710,31
35710,122
35720,31
35720,113
35720,122
35800,31
35800,32
36000,31
36000,122
36130,32
36150,32
36900,11
36900,31
36900,32
36900,122
36910,11
36910,31
36910,32
36910,122
36920,122
36930,122
37000,113
37000,122
37200,32
37210,11
37220,11
37230,11
37240,11
37260,113
37270,113
37270,144
37280,11
37290,32
37300,11
37310,32
37320,32
37330,32
37340,32
37360,32
37370,32
37380,32
37390,32
37400,31
37400,113
37410,31
37410,113
37500,31
37500,32
37510,31
37510,32
37600,31
37600,32
37600,113
37800,31
37800,32
37810,31
37810,32
37900,32
37930,32
37940,32
37950,32
37960,32
38000,32
38050,122
38060,122
38070,11
38070,32
38080,11
38090,11
38100,11
38110,11
38120,32
38130,32
38140,32
38150,32
38160,32
38170,32
38180,32
38185,5
38190,32
38200,5
38200,122
38210,32
38230,5
38230,11
38230,32
38240,31
38400,144
38410,144
38420,5
38430,122
38450,122
38460,122
38480,113
38480,122
38490,113
38490,122
38530,11
38530,122
38600,31
38600,32
38600,144
38700,31
38700,32
38710,31
38710,32
38720,5
38720,31
38720,32
38730,5
38730,31
38730,32
38740,31
38740,122
38820,16
38820,122
38820,144
38910,31
38910,32
38920,31
38920,32
38921,31
38921,32
38922,31
38922,32
38923,31
38923,32
38924,31
38924,32
39000,5
39000,11
39000,113
39100,144
39110,32
39120,16
39120,44
39120,113
39120,122
39120,144
39140,144
39150,144
39160,122
39160,144
39190,144
39200,144
39210,16
39210,144
39270,122
39270,144
39330,32
39380,32
39391,32
39500,122
39500,144
39510,122
39510,144
39520,5
39520,11
39530,122
39540,122
39540,144
39550,5
39550,144
39560,122
39590,122
39600,113
39610,113
39620,113
39630,122
39640,122
39650,5
39650,11
39660,5
39660,11
39670,122
39680,5
39680,11
39690,144
39800,31
39800,122
39810,31
39810,122
39900,122
40000,16
40000,122
40000,144
40100,5
40135,5
40140,5
40200,32
40210,32
40300,144
40310,144
40320,5
40330,113
40340,113
40350,113
40360,113
40380,15
40390,144
40392,113
40392,122
40393,144
40400,5
40400,31
40403,5
40403,31
40406,5
40406,31
40407,5
40407,31
40408,5
40408,31
40420,31
40420,32
40500,5
40500,31
40500,122
40510,5
40510,31
40510,122
40700,31
40700,113
40703,31
40703,113
40710,31
40710,113
40720,31
40720,32
40720,113
40800,31
40930,31
40930,113
40940,122
40940,144
40950,5
40950,11
40960,5
40960,11
40970,5
40970,11
40980,5
40980,11
40990,113
40990,122
41000,31
41000,122
41014,31
41014,122
41019,31
41019,122
41046,31
41046,122
41050,31
41050,122
41060,31
41060,122
41070,31
41070,122
41074,31
41074,122
41100,31
41100,122
41110,31
41110,122
41210,5
41210,31
41220,5
41220,31
41300,5
41300,11
41300,31
41300,32
41300,44
41300,122
41400,31
41400,122
41500,144
41510,144
41600,113
41600,122
41660,31
41660,113
41660,122
41670,113
41670,122
41680,31
41700,122
41700,144
41730,31
41730,32
41730,122
41740,11
41740,113
41740,122
41800,5
41800,11
41800,31
41802,5
41802,11
41802,31
41803,5
41803,11
41803,31
41804,5
41804,11
41804,31
41805,5
41805,11
41805,31
41810,5
41810,31
41816,5
41816,11
41816,31
41817,5
41817,11
41817,31
41900,113
41900,122
41900,144
42000,31
42000,32
42120,122
42140,31
42140,32
42140,113
42147,31
42147,32
42147,113
42170,5
42170,31
42170,113
42170,122
42170,144
42180,31
42180,32
42180,113
42210,113
42220,113
42230,113
42500,31
42500,122
42640,15
42660,122
42670,122
42680,122
42696,122
42697,122
42698,122
42700,122
42716,122
42718,122
42719,122
42722,122
42730,113
42730,122
42800,5
42810,5
42810,11
42820,5
42850,5
42881,5
42881,11
42890,5
42900,5
42902,5
42903,5
42904,5
42905,5
42910,122
42910,144
42918,122
42918,144
42920,5
42925,5
42926,5
42929,5
42930,5
42940,5
42950,5
42960,5
42964,5
42965,5
42966,5
42968,5
42980,5
42990,5
43000,122
43005,122
43006,122
43011,122
43013,122
43014,122
43100,11
43190,31
43190,122
43500,5
43500,11
43600,113
44000,15
44100,15
44100,31
44100,122
44110,15
44110,31
44110,122
44340,5
44340,122
44350,15
44350,62
44600,15
44600,62
44620,15
44650,15
44660,15
44670,15
44680,15
44690,11
44690,15
44690,62
45100,31
45100,32
45200,5
45200,32
45300,11
45302,11
45310,11
45400,31
45410,15
45420,11
45420,31
45420,32
45430,31
45450,31
45450,32
45460,31
45460,32
45720,113
45720,122
45740,113
45740,122
45750,113
45750,122
45760,122
45770,113
45770,122
45773,122
45774,122
45775,122
45776,122
45790,122
45791,122
45792,122
45793,122
45794,122
45795,122
45796,122
45797,122
45798,122
46000,31
46000,113
46010,31
46010,113
46200,15
46200,122
46250,122
46260,5
46260,144
46270,5
46270,144
46280,5
46280,144
46290,5
46340,5
46340,11
46342,5
46342,11
46350,5
46360,5
46360,11
46362,5
46362,11
46370,11
46380,5
46400,122
46400,144
46410,31
46410,113
46410,122
46410,144
46440,5
46450,5
46450,31
46450,144
46460,113
46480,113
46490,113
46500,32
46500,113
46510,113
46520,31
46520,122
46540,5
46540,122
46550,113
46560,5
46570,5
46570,31
46570,113
46570,144
46600,31
46600,32
46600,122
46610,31
46610,32
46610,122
46700,5
46710,5
46720,144
46730,144
46740,11
46750,31
46750,113
46760,5
46770,5
46770,11
46770,31
46790,5
46830,5
46840,5
46850,32
47000,32
47000,113
47110,122
47120,122
47130,113
47400,5
47400,11
47410,5
47410,16
47410,44
47500,32
47520,32
47530,32
47540,32
47540,144
47570,32
47700,5
47700,113
47780,113
47780,122
47790,122
47810,144
47880,122
47890,11
47892,11
47893,11
47894,11
47895,11
47896,11
47897,11
47898,11
47899,11
47920,15
47930,11
47931,11
47932,11
48000,31
48000,113
48000,122
48110,11
48120,5
48150,32
48160,11
48160,113
48160,122
48190,113
48190,122
48220,5
48220,144
48240,5
48280,144
48700,122
48700,144
48705,122
48705,144
48710,122
48710,144
48720,122
48720,144
48800,11
48802,11
48803,11
48804,11
48805,11
48806,11
48810,11
48900,31
48950,5
49000,32
49300,5
49310,5
49311,5
49320,32
49330,5
49337,5
49460,5
49497,5
49520,122
49520,144
49540,122
49600,31
49600,32
49600,122
49604,31
49604,32
49604,122
49610,31
49610,32
49610,122
49700,113
49700,122
49800,31
49800,122
49810,31
49900,31
49900,44
49900,122
50000,15
50000,31
50010,15
50010,31
50110,122
50110,144
50120,62
50130,122
50280,122
50310,11
50310,62
50510,122
50620,113
50620,122
50650,113
50650,122
50650,144
50800,113
50800,122
50910,32
50920,31
50920,32
50930,32
50940,32
50960,32
50970,32
50980,32
50990,32
50990,113
51000,32
51000,113
51010,11
51010,32
51020,32
51030,31
51030,32
51060,32
51060,113
55000,5
55000,31
55000,113
55040,5
55040,31
55100,122
55110,122
55115,122
55140,15
55150,122
55203,122
55204,122
55205,122
55230,122
55340,122
55341,122
55343,122
55344,122
55345,122
55347,122
55348,122
55370,122
55380,122
55381,122
55382,122
55385,122
55386,122
55387,122
55388,122
55389,122
55390,122
55391,122
55392,122
55393,122
55394,122
55395,122
55396,122
55397,122
55398,122
55399,122
55400,122
55470,122
55471,122
55472,122
55473,122
55475,122
55476,122
56400,5
56431,5
56432,5
56433,5
56434,5
56435,5
56438,5
56480,5
56481,5
56482,5
56483,5
56484,5
56485,5
56487,5
56488,5
56489,5
56493,5
56536,5
56538,5
57000,113
57000,122
57010,113
57010,122
57200,31
57200,32
57210,31
57210,32
57300,31
57300,113
57300,122
57400,113
57400,122
57600,5
57600,11
57610,5
57610,144
57620,5
57650,5
57650,144
57655,5
57655,144
57656,5
57656,144
57680,113
57680,122
57690,5
57690,11
57695,5
57695,11
57696,5
57696,11
57697,5
57697,11
57700,31
57700,32
57700,122
57710,144
57730,5
57740,5
57740,11
57740,144
57750,5
57800,31
57800,32
57800,113
57900,122
57923,122
57925,122
58200,31
58200,32
58200,113
58220,31
58220,32
58220,113
58230,31
58230,32
58230,113
58240,31
58240,32
58240,113
58400,31
58400,32
58410,31
58410,32
58520,5
58520,62
58550,5
58560,113
58570,113
58580,113
58610,5
58610,11
58610,31
58643,5
58645,5
58646,5
58648,5
60340,32
60340,113
60340,122
60350,31
60350,32
60350,113
60600,31
60600,122
60610,31
60610,122
60700,5
60700,31
60800,144
60810,144
61010,11
61100,31
61100,32
61230,15
61230,62
61310,31
61310,32
61500,5
61500,144
61510,5
61510,144
61520,5
61520,144
61600,31
61600,32
61730,31
61730,32
61730,122
62000,32
62000,122
62100,32
63000,5
63000,31
63000,32
63000,122
63003,5
63003,31
63003,32
63003,122
63004,5
63004,31
63004,32
63004,122
63110,113
63200,5
63200,31
63200,62
63200,122
63380,122
63398,122
63399,122
63500,5
63500,31
63500,32
63500,122
63610,32
63610,113
63620,32
63620,113
63630,32
63630,113
63640,32
63640,113
63650,31
63650,32
63650,113
63660,32
63660,113
63700,31
63700,32
63700,122
63710,31
63710,122
63800,5
63800,31
63800,113
63800,144
63802,5
63802,31
63802,113
63802,144
63803,5
63803,31
63803,113
63900,5
63910,5
63910,144
63940,5
63942,5
63950,11
63960,5
64000,5
64005,5
64013,5
64014,5
64016,5
64017,5
65070,11
65070,15
65080,31
65080,113
65100,11
65200,11
65216,11
65217,11
65218,11
65224,11
65228,11
65229,11
65231,11
65232,11
65233,11
65239,11
65242,11
65243,11
65244,11
65246,11
65247,11
65249,11
65250,11
65252,11
65253,11
65254,11
65255,11
65256,11
65258,11
65259,11
65270,11
65300,31
65300,122
65400,5
65400,31
65500,113
65520,144
65530,5
65530,144
65540,122
65540,144
65560,122
65600,144
65610,144
65700,5
65700,11
65700,122
65720,5
65720,11
65720,122
65730,11
65733,11
65734,11
65735,11
65740,5
65740,122
65780,5
65780,11
65780,122
65790,5
65790,11
65790,122
65800,5
65800,31
65800,122
65800,144
65900,5
65920,122
65920,144
65930,122
65980,5
66000,122
66001,122
66002,122
67000,31
67000,32
67000,122
67010,31
67010,32
67010,122
67350,122
67370,122
70000,31
70000,122
70100,11
70110,11
70110,31
70120,11
70120,31
70130,11
70140,11
70300,31
70300,122
70310,31
70310,122
70400,31
70400,144
70410,31
70410,144
70420,31
70420,122
70420,144
70500,31
70500,32
70500,113
70500,122
70510,31
70510,32
70510,113
70510,122
70600,5
70615,5
70616,5
70617,5
70620,5
70620,62
70640,5
70650,5
70650,32
70660,32
70900,5
70900,31
70910,5
70910,31
71000,11
71000,31
71000,122
71340,122
71420,11
71420,15
71420,32
71420,62
72000,31
72400,31
72400,113
72410,5
72410,31
72410,32
72730,122
72730,144
72740,122
72740,144
72750,122
72750,144
72760,122
72760,144
72840,122
72840,144
72850,144
72900,31
72900,113
72900,144
72902,31
72902,113
72902,144
72903,31
72903,113
72903,144
72904,31
72904,113
72904,144
72905,31
72905,113
72905,144
72907,31
72907,113
72907,144
73010,11
73012,11
73013,11
73014,11
73020,5
73030,122
73030,144
73031,122
73031,144
73033,122
73033,144
73035,122
73035,144
73036,122
73036,144
73037,122
73037,144
73039,122
73039,144
73041,5
73041,11
73050,122
73050,144
73057,122
73057,144
73058,122
73058,144
73060,5
73071,5
73071,11
73091,122
73091,144
73092,122
73092,144
73093,122
73093,144
73095,122
73095,144
73096,122
73096,144
73097,122
73097,144
73098,122
73098,144
73115,122
73115,144
